uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
RJ,São Pedro da Aldeia,28940-001,28949-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,São Sebastião do Alto,28550-000,28569-999,Codificado por logradouros,Total do município
RJ,São Sebastião do Alto,28550-001,28554-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,São Sebastião do Alto,28555-001,28556-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,São Sebastião do Alto,28557-001,28557-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,São Sebastião do Alto,28558-001,28558-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Sapucaia,25880-000,25899-999,Não codificada por logradouros,Total do município
RJ,Saquarema,28990-001,28999-999,Codificado por logradouros,Total do município
RJ,Saquarema,28990-001,28999-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Seropédica,23890-001,23899-999,Codificado por logradouros,Total do município
RJ,Seropédica,23890-001,23899-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Silva Jardim,28820-000,28859-999,Não codificada por logradouros,Total do município
RJ,Sumidouro,28637-000,28639-999,Não codificada por logradouros,Total do município
RJ,Tanguá,24890-000,24899-999,Não codificada por logradouros,Total do município
RJ,Teresópolis,25950-001,25999-999,Codificado por logradouros,Total do município
RJ,Teresópolis,25950-001,25995-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Trajano de Moraes,28750-000,28769-999,Não codificada por logradouros,Total do município
RJ,Três Rios,25800-001,25844-999,Codificado por logradouros,Total do município
RJ,Três Rios,25800-001,25829-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Valença,27600-000,27659-999,Codificado por logradouros,Total do município
RJ,Valença,27600-001,27611-999,Codificada por logradouros,Exclusiva da sede urbana
RJ,Varre-Sai,28375-000,28379-999,Não codificada por logradouros,Total do município
RJ,Vassouras,27700-000,27899-999,Não codificada por logradouros,Total do município
RJ,Volta Redonda,27200-001,27299-999,Codificado por logradouros,Total do município
RJ,Volta Redonda,27200-001,27299-999,Codificada por logradouros,Exclusiva da sede urbana
RN,Acari,59370-000,59373-999,Não codificada por logradouros,Total do município
RN,Açu,59650-000,59654-999,Não codificada por logradouros,Total do município
RN,Afonso Bezerra,59510-000,59512-999,Não codificada por logradouros,Total do município
RN,Água Nova,59995-000,59999-999,Não codificada por logradouros,Total do município
RN,Alexandria,59965-000,59969-999,Não codificada por logradouros,Total do município
RN,Almino Afonso,59760-000,59769-999,Não codificada por logradouros,Total do município
RN,Alto do Rodrigues,59507-000,59507-999,Não codificada por logradouros,Total do município
RN,Angicos,59515-000,59516-999,Não codificada por logradouros,Total do município
RN,Antônio Martins,59870-000,59879-999,Não codificada por logradouros,Total do município
RN,Apodi,59700-000,59729-999,Não codificada por logradouros,Total do município
RN,Areia Branca,59655-000,59659-999,Não codificada por logradouros,Total do município
RN,Arez,59170-000,59172-999,Não codificada por logradouros,Total do município
RN,Baía Formosa,59194-000,59195-999,Não codificada por logradouros,Total do município
RN,Baraúna,59695-000,59699-999,Não codificada por logradouros,Total do município
RN,Barcelona,59410-000,59419-999,Não codificada por logradouros,Total do município
RN,Bento Fernandes,59555-000,59559-999,Não codificada por logradouros,Total do município
RN,Boa Saúde,59260-000,59269-999,Não codificada por logradouros,Total do município
RN,Bodó,59528-000,59529-999,Não codificada por logradouros,Total do município
RN,Bom Jesus,59270-000,59274-999,Não codificada por logradouros,Total do município
RN,Brejinho,59219-000,59219-999,Não codificada por logradouros,Total do município
RN,Caiçara do Norte,59592-000,59593-999,Não codificada por logradouros,Total do município
RN,Caiçara do Rio do Vento,59540-000,59543-999,Não codificada por logradouros,Total do município
RN,Caicó,59300-000,59309-999,Não codificada por logradouros,Total do município
RN,Campo Grande,59680-000,59684-999,Não codificada por logradouros,Total do município
RN,Campo Redondo,59230-000,59234-999,Não codificada por logradouros,Total do município
RN,Canguaretama,59190-000,59191-999,Não codificada por logradouros,Total do município
RN,Caraúbas,59780-000,59789-999,Não codificada por logradouros,Total do município
RN,Carnaúba dos Dantas,59374-000,59374-999,Não codificada por logradouros,Total do município
RN,Carnaubais,59665-000,59667-999,Não codificada por logradouros,Total do município
RN,Ceará-Mirim,59570-000,59574-999,Não codificada por logradouros,Total do município
RN,Cerro Corá,59395-000,59399-999,Não codificada por logradouros,Total do município
RN,Coronel Ezequiel,59220-000,59224-999,Não codificada por logradouros,Total do município
RN,Coronel João Pessoa,59930-000,59939-999,Não codificada por logradouros,Total do município
RN,Cruzeta,59375-000,59377-999,Não codificada por logradouros,Total do município
RN,Currais Novos,59380-000,59389-999,Não codificada por logradouros,Total do município
RN,Doutor Severiano,59910-000,59919-999,Não codificada por logradouros,Total do município
RN,Encanto,59905-000,59907-999,Não codificada por logradouros,Total do município
RN,Equador,59355-000,59359-999,Não codificada por logradouros,Total do município
RN,Espírito Santo,59180-000,59181-999,Não codificada por logradouros,Total do município
RN,Extremoz,59575-000,59577-999,Não codificada por logradouros,Total do município
RN,Felipe Guerra,59795-000,59799-999,Não codificada por logradouros,Total do município
RN,Fernando Pedroza,59517-000,59517-999,Não codificada por logradouros,Total do município
RN,Florânia,59335-000,59337-999,Não codificada por logradouros,Total do município
RN,Francisco Dantas,59902-000,59904-999,Não codificada por logradouros,Total do município
RN,Frutuoso Gomes,59890-000,59899-999,Não codificada por logradouros,Total do município
RN,Galinhos,59596-000,59597-999,Não codificada por logradouros,Total do município
RN,Goianinha,59173-000,59177-999,Não codificada por logradouros,Total do município
RN,Governador Dix-Sept Rosado,59790-000,59794-999,Não codificada por logradouros,Total do município
RN,Grossos,59675-000,59677-999,Não codificada por logradouros,Total do município
RN,Guamaré,59598-000,59599-999,Não codificada por logradouros,Total do município
RN,Ielmo Marinho,59490-000,59499-999,Não codificada por logradouros,Total do município
RN,Ipanguaçu,59508-000,59509-999,Não codificada por logradouros,Total do município
RN,Ipueira,59315-000,59317-999,Não codificada por logradouros,Total do município
RN,Itajá,59513-000,59514-999,Não codificada por logradouros,Total do município
RN,Itaú,59855-000,59855-999,Não codificada por logradouros,Total do município
RN,Jaçanã,59225-000,59226-999,Não codificada por logradouros,Total do município
RN,Jandaíra,59594-000,59595-999,Não codificada por logradouros,Total do município
RN,Janduís,59690-000,59694-999,Não codificada por logradouros,Total do município
RN,Japi,59213-000,59213-999,Não codificada por logradouros,Total do município
RN,Jardim de Angicos,59544-000,59546-999,Não codificada por logradouros,Total do município
RN,Jardim de Piranhas,59324-000,59326-999,Não codificada por logradouros,Total do município
RN,Jardim do Seridó,59343-000,59346-999,Não codificada por logradouros,Total do município
RN,João Câmara,59550-000,59554-999,Não codificada por logradouros,Total do município
RN,João Dias,59880-000,59889-999,Não codificada por logradouros,Total do município
RN,José da Penha,59980-000,59986-999,Não codificada por logradouros,Total do município
RN,Jucurutu,59330-000,59334-999,Não codificada por logradouros,Total do município
RN,Jundiá,59188-000,59189-999,Não codificada por logradouros,Total do município
RN,Lagoa D'Anta,59227-000,59229-999,Não codificada por logradouros,Total do município
RN,Lagoa de Pedras,59244-000,59244-999,Não codificada por logradouros,Total do município
RN,Lagoa de Velhos,59430-000,59439-999,Não codificada por logradouros,Total do município
RN,Lagoa Nova,59390-000,59394-999,Não codificada por logradouros,Total do município
RN,Lagoa Salgada,59247-000,59249-999,Não codificada por logradouros,Total do município
RN,Lajes,59535-000,59539-999,Não codificada por logradouros,Total do município
RN,Lajes Pintadas,59235-000,59239-999,Não codificada por logradouros,Total do município
RN,Lucrécia,59805-000,59807-999,Não codificada por logradouros,Total do município
RN,Luís Gomes,59940-000,59944-999,Não codificada por logradouros,Total do município
RN,Macaíba,59280-001,59289-999,Codificado por logradouros,Total do município
RN,Macaíba,59280-001,59288-999,Codificada por logradouros,Exclusiva da sede urbana
RN,Macau,59500-000,59503-999,Não codificada por logradouros,Total do município
RN,Major Sales,59945-000,59949-999,Não codificada por logradouros,Total do município
RN,Marcelino Vieira,59970-000,59979-999,Não codificada por logradouros,Total do município
RN,Martins,59800-000,59804-999,Não codificada por logradouros,Total do município
RN,Maxaranguape,59580-000,59581-999,Não codificada por logradouros,Total do município
RN,Messias Targino,59775-000,59779-999,Não codificada por logradouros,Total do município
RN,Montanhas,59198-000,59199-999,Não codificada por logradouros,Total do município
RN,Monte Alegre,59182-000,59183-999,Não codificada por logradouros,Total do município
RN,Monte das Gameleiras,59217-000,59217-999,Não codificada por logradouros,Total do município
RN,Mossoró,59600-001,59649-999,Codificado por logradouros,Total do município
RN,Mossoró,59600-001,59649-999,Codificada por logradouros,Exclusiva da sede urbana
RN,Natal,59000-001,59139-999,Codificado por logradouros,Total do município
RN,Natal,59000-001,59139-999,Codificada por logradouros,Exclusiva da sede urbana
RN,Nísia Floresta,59164-000,59167-999,Não codificada por logradouros,Total do município
RN,Nova Cruz,59215-000,59216-999,Não codificada por logradouros,Total do município
RN,Olho-D'Água do Borges,59730-000,59739-999,Não codificada por logradouros,Total do município
RN,Ouro Branco,59347-000,59349-999,Não codificada por logradouros,Total do município
RN,Paraná,59950-000,59954-999,Não codificada por logradouros,Total do município
RN,Paraú,59660-000,59662-999,Não codificada por logradouros,Total do município
RN,Parazinho,59586-000,59587-999,Não codificada por logradouros,Total do município
RN,Parelhas,59360-000,59369-999,Não codificada por logradouros,Total do município
RN,Parnamirim,59140-001,59161-999,Codificado por logradouros,Total do município
RN,Parnamirim,59140-001,59161-999,Codificada por logradouros,Exclusiva da sede urbana
RN,Passa e Fica,59218-000,59218-999,Não codificada por logradouros,Total do município
RN,Passagem,59259-000,59259-999,Não codificada por logradouros,Total do município
RN,Patu,59770-000,59774-999,Não codificada por logradouros,Total do município
RN,Pau dos Ferros,59900-000,59901-999,Não codificada por logradouros,Total do município
RN,Pedra Grande,59588-000,59589-999,Não codificada por logradouros,Total do município
RN,Pedra Preta,59547-000,59549-999,Não codificada por logradouros,Total do município
RN,Pedro Avelino,59530-000,59534-999,Não codificada por logradouros,Total do município
RN,Pedro Velho,59196-000,59197-999,Não codificada por logradouros,Total do município
RN,Pendências,59504-000,59506-999,Não codificada por logradouros,Total do município
RN,Pilões,59960-000,59964-999,Não codificada por logradouros,Total do município
RN,Poço Branco,59560-000,59564-999,Não codificada por logradouros,Total do município
RN,Portalegre,59810-000,59814-999,Não codificada por logradouros,Total do município
RN,Porto do Mangue,59668-000,59669-999,Não codificada por logradouros,Total do município
RN,Pureza,59582-000,59583-999,Não codificada por logradouros,Total do município
RN,Rafael Fernandes,59990-000,59994-999,Não codificada por logradouros,Total do município
RN,Rafael Godeiro,59740-000,59759-999,Não codificada por logradouros,Total do município
RN,Riacho da Cruz,59820-000,59829-999,Não codificada por logradouros,Total do município
RN,Riacho de Santana,59987-000,59989-999,Não codificada por logradouros,Total do município
RN,Riachuelo,59470-000,59479-999,Não codificada por logradouros,Total do município
RN,Rio do Fogo,59578-000,59579-999,Não codificada por logradouros,Total do município
RN,Rodolfo Fernandes,59830-000,59839-999,Não codificada por logradouros,Total do município
RN,Ruy Barbosa,59420-000,59429-999,Não codificada por logradouros,Total do município
RN,Santa Cruz,59200-000,59209-999,Não codificada por logradouros,Total do município
RN,Santa Maria,59464-000,59469-999,Não codificada por logradouros,Total do município
RN,Santana do Matos,59520-000,59527-999,Não codificada por logradouros,Total do município
RN,Santana do Seridó,59350-000,59354-999,Não codificada por logradouros,Total do município
RN,Santo Antônio,59255-000,59257-999,Não codificada por logradouros,Total do município
RN,São Bento do Norte,59590-000,59591-999,Não codificada por logradouros,Total do município
RN,São Bento do Trairi,59210-000,59212-999,Não codificada por logradouros,Total do município
RN,São Fernando,59327-000,59329-999,Não codificada por logradouros,Total do município
RN,São Francisco do Oeste,59908-000,59909-999,Não codificada por logradouros,Total do município
RN,São Gonçalo do Amarante,59290-001,59299-999,Codificado por logradouros,Total do município
RN,São Gonçalo do Amarante,59290-001,59298-999,Codificada por logradouros,Exclusiva da sede urbana
RN,São João do Sabugi,59310-000,59314-999,Não codificada por logradouros,Total do município
RN,São José de Mipibu,59162-000,59163-999,Não codificada por logradouros,Total do município
RN,São José do Campestre,59275-000,59279-999,Não codificada por logradouros,Total do município
RN,São José do Seridó,59378-000,59379-999,Não codificada por logradouros,Total do município
RN,São Miguel,59920-000,59924-999,Não codificada por logradouros,Total do município
RN,São Miguel do Gostoso,59585-000,59585-999,Não codificada por logradouros,Total do município
RN,São Paulo do Potengi,59460-000,59463-999,Não codificada por logradouros,Total do município
RN,São Pedro,59480-000,59489-999,Não codificada por logradouros,Total do município
RN,São Rafael,59518-000,59519-999,Não codificada por logradouros,Total do município
RN,São Tomé,59400-000,59409-999,Não codificada por logradouros,Total do município
RN,São Vicente,59340-000,59342-999,Não codificada por logradouros,Total do município
RN,Senador Elói de Souza,59250-000,59254-999,Não codificada por logradouros,Total do município
RN,Senador Georgino Avelino,59168-000,59169-999,Não codificada por logradouros,Total do município
RN,Serra Caiada,59245-000,59246-999,Não codificada por logradouros,Total do município
RN,Serra de São Bento,59214-000,59214-999,Não codificada por logradouros,Total do município
RN,Serra do Mel,59663-000,59664-999,Não codificada por logradouros,Total do município
RN,Serra Negra do Norte,59318-000,59319-999,Não codificada por logradouros,Total do município
RN,Serrinha,59258-000,59258-999,Não codificada por logradouros,Total do município
RN,Serrinha dos Pintos,59808-000,59809-999,Não codificada por logradouros,Total do município
RN,Severiano Melo,59856-000,59864-999,Não codificada por logradouros,Total do município
RN,Sítio Novo,59440-000,59459-999,Não codificada por logradouros,Total do município
RN,Taboleiro Grande,59840-000,59854-999,Não codificada por logradouros,Total do município
RN,Taipu,59565-000,59569-999,Não codificada por logradouros,Total do município
RN,Tangará,59240-000,59243-999,Não codificada por logradouros,Total do município
RN,Tenente Ananias,59955-000,59959-999,Não codificada por logradouros,Total do município
RN,Tenente Laurentino Cruz,59338-000,59339-999,Não codificada por logradouros,Total do município
RN,Tibau,59678-000,59679-999,Não codificada por logradouros,Total do município
RN,Tibau do Sul,59178-000,59179-999,Não codificada por logradouros,Total do município
RN,Timbaúba dos Batistas,59320-000,59323-999,Não codificada por logradouros,Total do município
RN,Touros,59584-000,59584-999,Não codificada por logradouros,Total do município
RN,Triunfo Potiguar,59685-000,59689-999,Não codificada por logradouros,Total do município
RN,Umarizal,59865-000,59869-999,Não codificada por logradouros,Total do município
RN,Upanema,59670-000,59674-999,Não codificada por logradouros,Total do município
RN,Várzea,59185-000,59186-999,Não codificada por logradouros,Total do município
RN,Venha-Ver,59925-000,59929-999,Não codificada por logradouros,Total do município
RN,Vera Cruz,59184-000,59184-999,Não codificada por logradouros,Total do município
RN,Viçosa,59815-000,59819-999,Não codificada por logradouros,Total do município
RN,Vila Flor,59192-000,59193-999,Não codificada por logradouros,Total do município
RO,Alta Floresta D'Oeste,76954-000,76955-999,Não codificada por logradouros,Total do município
RO,Alto Alegre dos Parecis,76952-000,76953-999,Não codificada por logradouros,Total do município
RO,Alto Paraíso,76862-000,76862-999,Não codificada por logradouros,Total do município
RO,Alvorada D'Oeste,76930-000,76931-999,Não codificada por logradouros,Total do município
RO,Ariquemes,76870-001,76879-999,Codificado por logradouros,Total do município
RO,Ariquemes,76870-001,76878-999,Codificada por logradouros,Exclusiva da sede urbana
RO,Buritis,76880-000,76886-999,Não codificada por logradouros,Total do município
RO,Cabixi,76994-000,76994-999,Não codificada por logradouros,Total do município
RO,Cacaulândia,76889-000,76889-999,Não codificada por logradouros,Total do município
RO,Cacoal,76960-001,76969-999,Codificado por logradouros,Total do município
RO,Cacoal,76960-001,76969-999,Codificada por logradouros,Exclusiva da sede urbana
RO,Campo Novo de Rondônia,76887-000,76887-999,Não codificada por logradouros,Total do município
RO,Candeias do Jamari,76860-000,76860-999,Não codificada por logradouros,Total do município
RO,Castanheiras,76948-000,76949-999,Não codificada por logradouros,Total do município
RO,Cerejeiras,76997-000,76998-999,Não codificada por logradouros,Total do município
RO,Chupinguaia,76990-000,76992-999,Não codificada por logradouros,Total do município
RO,Colorado do Oeste,76993-000,76993-999,Não codificada por logradouros,Total do município
RO,Corumbiara,76995-000,76996-999,Não codificada por logradouros,Total do município
